frame_id,period,track_id,team_id,team_name,jersey_number,x_ft,y_ft,video_shot
301,1,1,Light,Canada,6,164.0717053,42.07233975,1
301,1,2,Dark,USA,2,187.278571,37.64763874,1
301,1,3,Dark,USA,35,187.2585244,43.18264129,1
301,1,4,Light,Canada,19,195.7326717,63.35236208,1
301,1,5,Dark,USA,28,167.1163005,34.7579698,1
301,1,7,Dark,USA,5,184.990506,49.05303017,1
301,1,8,Dark,USA,26,165.988373,49.21954118,1
302,1,3,Dark,USA,35,187.265556,43.19038275,1
302,1,1,Light,Canada,6,164.483971,42.31779194,1
302,1,2,Dark,USA,2,186.9735044,37.8555816,1
302,1,7,Dark,USA,5,184.9601304,49.17696995,1
302,1,4,Light,Canada,19,195.4875266,63.66950488,1
302,1,8,Dark,USA,26,165.8640534,49.30534114,1
302,1,5,Dark,USA,28,167.3569253,35.04725419,1
303,1,7,Dark,USA,5,185.4468612,49.71610641,1
303,1,8,Dark,USA,26,165.4107664,49.45075342,1
303,1,5,Dark,USA,28,167.3046906,35.33212068,1
303,1,2,Dark,USA,2,186.8050081,37.97437392,1
303,1,3,Dark,USA,35,187.6023958,43.42790884,1
303,1,1,Light,Canada,6,164.7172476,42.69778506,1
303,1,4,Light,Canada,19,195.6523324,64.08715032,1
304,1,7,Dark,USA,5,185.2627949,49.89230887,1
304,1,8,Dark,USA,26,165.0231113,49.41999478,1
304,1,5,Dark,USA,28,166.9867837,35.67740112,1
304,1,2,Dark,USA,2,186.2457557,38.17344946,1
304,1,3,Dark,USA,35,187.3121786,43.44476981,1
304,1,4,Light,Canada,19,195.6486419,64.44763332,1
304,1,1,Light,Canada,6,164.8578577,43.06551976,1
305,1,1,Light,Canada,6,165.0804122,43.08923949,1
305,1,3,Dark,USA,35,187.4411276,43.34068804,1
305,1,8,Dark,USA,26,165.0816133,49.32062589,1
305,1,2,Dark,USA,2,186.2051602,38.00976663,1
305,1,5,Dark,USA,28,167.1153505,35.71667581,1
305,1,7,Dark,USA,5,185.4319245,49.8627504,1
305,1,4,Light,Canada,19,195.857297,64.47464058,1
306,1,1,Light,Canada,6,164.5810158,43.41392109,1
306,1,2,Dark,USA,2,185.4046061,38.2226723,1
306,1,3,Dark,USA,35,186.7679066,43.40383108,1
306,1,4,Light,Canada,19,194.9936331,64.76634445,1
306,1,5,Dark,USA,28,166.3601306,35.86832089,1
306,1,7,Dark,USA,5,184.9452592,50.3844472,1
306,1,8,Dark,USA,26,164.0369622,49.33036688,1
307,1,4,Light,Canada,19,195.0438152,64.83348319,1
307,1,3,Dark,USA,35,186.4696314,43.49276545,1
307,1,2,Dark,USA,2,184.9917071,38.68905984,1
307,1,1,Light,Canada,6,164.9051682,43.79439833,1
307,1,8,Dark,USA,26,164.2446018,49.69900902,1
307,1,7,Dark,USA,5,185.26963,50.96714791,1
307,1,5,Dark,USA,28,166.4070479,36.39317687,1
308,1,4,Light,Canada,19,195.4061366,65.15070311,1
308,1,3,Dark,USA,35,186.9566278,43.57954836,1
308,1,8,Dark,USA,26,164.0502681,49.91022208,1
308,1,2,Dark,USA,2,184.9418396,38.80396909,1
308,1,7,Dark,USA,5,185.7189082,51.39165047,1
308,1,1,Light,Canada,6,165.2456231,44.2274087,1
308,1,5,Dark,USA,28,166.6789413,36.74976345,1
309,1,8,Dark,USA,26,163.8000033,50.05633409,1
309,1,1,Light,Canada,6,165.3926617,44.57181093,1
309,1,3,Dark,USA,35,186.9420833,43.64312725,1
309,1,4,Light,Canada,19,195.404514,65.34501139,1
309,1,5,Dark,USA,28,166.6546735,37.07448589,1
309,1,7,Dark,USA,5,185.8884898,51.8096198,1
309,1,2,Dark,USA,2,184.635182,39.00302731,1
310,1,1,Light,Canada,6,165.549193,44.91876082,1
310,1,3,Dark,USA,35,186.9548387,43.70946268,1
310,1,2,Dark,USA,2,184.3466545,39.20229599,1
310,1,8,Dark,USA,26,163.5476858,50.19473718,1
310,1,7,Dark,USA,5,186.0741223,52.23010848,1
310,1,4,Light,Canada,19,195.4151484,65.52141313,1
310,1,5,Dark,USA,28,166.6559631,37.40399622,1
311,1,7,Dark,USA,5,186.2698447,52.64382533,1
311,1,5,Dark,USA,28,166.6777737,37.73225293,1
311,1,4,Light,Canada,19,195.4378893,65.6755384,1
311,1,8,Dark,USA,26,163.2882727,50.31460546,1
311,1,2,Dark,USA,2,184.0749205,39.39608939,1
311,1,1,Light,Canada,6,165.7136596,45.2628441,1
311,1,3,Dark,USA,35,186.9903655,43.77550461,1
312,1,8,Dark,USA,26,163.0203857,50.40769156,1
312,1,7,Dark,USA,5,186.4688222,53.04216008,1
312,1,5,Dark,USA,28,166.7151956,38.05206848,1
312,1,4,Light,Canada,19,195.4711912,65.80165604,1
312,1,3,Dark,USA,35,187.0400083,43.83643961,1
312,1,2,Dark,USA,2,183.8176088,39.57961062,1
312,1,1,Light,Canada,6,165.8833055,45.59771591,1
313,1,7,Dark,USA,5,186.6668324,53.42254754,1
313,1,8,Dark,USA,26,162.7431174,50.47164364,1
313,1,5,Dark,USA,28,166.7632549,38.35772336,1
313,1,2,Dark,USA,2,183.571088,39.75194248,1
313,1,3,Dark,USA,35,187.0940703,43.88887202,1
313,1,1,Light,Canada,6,166.0548418,45.9197175,1
313,1,4,Light,Canada,19,195.5123775,65.89660965,1
314,1,7,Dark,USA,5,186.8650498,53.78611574,1
314,1,5,Dark,USA,28,166.8210477,38.64694241,1
314,1,4,Light,Canada,19,195.5643195,65.96102892,1
314,1,8,Dark,USA,26,162.4610222,50.51016575,1
314,1,2,Dark,USA,2,183.3331479,39.91622605,1
314,1,1,Light,Canada,6,166.2295966,46.22877577,1
314,1,3,Dark,USA,35,187.1463375,43.93100177,1
315,1,1,Light,Canada,6,166.4123542,46.52581231,1
315,1,2,Dark,USA,2,183.106257,40.07474886,1
315,1,3,Dark,USA,35,187.1981396,43.96148727,1
315,1,4,Light,Canada,19,195.6357782,65.99907026,1
315,1,5,Dark,USA,28,166.8924125,38.91745801,1
315,1,7,Dark,USA,5,187.0684439,54.13274178,1
315,1,8,Dark,USA,26,162.1822131,50.52896242,1
316,1,2,Dark,USA,2,182.8918317,40.22930437,1
316,1,3,Dark,USA,35,187.2495182,43.97956978,1
316,1,4,Light,Canada,19,195.7298126,66.01737897,1
316,1,1,Light,Canada,6,166.6035557,46.81156048,1
316,1,7,Dark,USA,5,187.2772312,54.46126745,1
316,1,8,Dark,USA,26,161.9097812,50.53255325,1
316,1,5,Dark,USA,28,166.9774014,39.16544077,1
317,1,1,Light,Canada,6,166.8001449,47.08658575,1
317,1,2,Dark,USA,2,182.6892932,40.38293131,1
317,1,8,Dark,USA,26,161.6442985,50.52472388,1
317,1,3,Dark,USA,35,187.2969291,43.98521131,1
317,1,5,Dark,USA,28,167.0726138,39.38744454,1
317,1,7,Dark,USA,5,187.4878171,54.77068194,1
317,1,4,Light,Canada,19,195.8430252,66.02295658,1
318,1,1,Light,Canada,6,166.9976328,47.35182867,1
318,1,2,Dark,USA,2,182.4979145,40.53902608,1
318,1,3,Dark,USA,35,187.3370074,43.97890596,1
318,1,4,Light,Canada,19,195.9688323,66.02320418,1
318,1,5,Dark,USA,28,167.1738107,39.58132315,1
318,1,7,Dark,USA,5,187.6960057,55.06054774,1
318,1,8,Dark,USA,26,161.3848107,50.5086357,1
319,1,3,Dark,USA,35,187.3664686,43.96151042,1
319,1,1,Light,Canada,6,167.1903008,47.60830736,1
319,1,2,Dark,USA,2,182.3166608,40.70095676,1
319,1,7,Dark,USA,5,187.8975571,55.33138165,1
319,1,5,Dark,USA,28,167.2759652,39.74645187,1
319,1,8,Dark,USA,26,161.1288427,50.48632296,1
319,1,4,Light,Canada,19,196.0978012,66.0252066,1
320,1,8,Dark,USA,26,160.8727664,50.45863176,1
320,1,1,Light,Canada,6,167.3717982,47.85699217,1
320,1,2,Dark,USA,2,182.1441561,40.87177008,1
320,1,3,Dark,USA,35,187.3822354,43.93420766,1
320,1,4,Light,Canada,19,196.218535,66.03519609,1
320,1,5,Dark,USA,28,167.3735866,39.88378702,1
320,1,7,Dark,USA,5,188.088823,55.58512937,1
321,1,4,Light,Canada,19,196.3190147,66.05834288,1
321,1,2,Dark,USA,2,181.978789,41.0540376,1
321,1,1,Light,Canada,6,167.5361226,48.09891941,1
321,1,3,Dark,USA,35,187.3817616,43.8985758,1
321,1,7,Dark,USA,5,188.267271,55.82555861,1
321,1,8,Dark,USA,26,160.6124807,50.42555945,1
321,1,5,Dark,USA,28,167.4613602,39.99578061,1
322,1,5,Dark,USA,28,167.5349866,40.08612519,1
322,1,7,Dark,USA,5,188.4316861,56.05832872,1
322,1,8,Dark,USA,26,160.3442756,50.38681933,1
322,1,4,Light,Canada,19,196.3880821,66.09876239,1
322,1,2,Dark,USA,2,181.8189281,41.24976903,1
322,1,1,Light,Canada,6,167.678769,48.33542536,1
322,1,3,Dark,USA,35,187.363427,43.85666008,1
323,1,2,Dark,USA,2,181.6632164,41.46030701,1
323,1,1,Light,Canada,6,167.7977578,48.56834623,1
323,1,8,Dark,USA,26,160.0656864,50.34241816,1
323,1,3,Dark,USA,35,187.3268833,43.8109467,1
323,1,5,Dark,USA,28,167.5919991,40.15933671,1
323,1,7,Dark,USA,5,188.5819681,56.29058455,1
323,1,4,Light,Canada,19,196.4166553,66.15945716,1
324,1,8,Dark,USA,26,159.7762173,50.29310454,1
324,1,7,Dark,USA,5,188.7186463,56.53007034,1
324,1,5,Dark,USA,28,167.6323495,40.22026014,1
324,1,2,Dark,USA,2,181.5109329,41.68619857,1
324,1,3,Dark,USA,35,187.2733126,43.76420016,1
324,1,4,Light,Canada,19,196.3984739,66.24199706,1
324,1,1,Light,Canada,6,167.8943085,48.80009049,1
325,1,3,Dark,USA,35,187.2054885,43.71920751,1
325,1,2,Dark,USA,2,181.3622346,41.92709492,1
325,1,7,Dark,USA,5,188.842223,56.78394508,1
325,1,1,Light,Canada,6,167.9729072,49.03355768,1
325,1,8,Dark,USA,26,159.4777676,50.24063933,1
325,1,5,Dark,USA,28,167.6585091,40.27361947,1
325,1,4,Light,Canada,19,196.3303056,66.34602311,1
326,1,1,Light,Canada,6,168.0406036,49.27194182,1
326,1,2,Dark,USA,2,181.2180157,42.18179477,1
326,1,3,Dark,USA,35,187.1274486,43.6785281,1
326,1,5,Dark,USA,28,167.6748994,40.32370081,1
326,1,7,Dark,USA,5,188.952416,57.0576603,1
326,1,4,Light,Canada,19,196.2116119,66.46892409,1
326,1,8,Dark,USA,26,159.1745299,50.18786776,1
327,1,1,Light,Canada,6,168.1056266,49.51843789,1
327,1,2,Dark,USA,2,181.0793076,42.44849728,1
327,1,3,Dark,USA,35,187.0437112,43.64431795,1
327,1,4,Light,Canada,19,196.0438262,66.6060077,1
327,1,5,Dark,USA,28,167.6866957,40.37415854,1
327,1,7,Dark,USA,5,189.0474143,57.35420582,1
327,1,8,Dark,USA,26,158.8722818,50.13855415,1
328,1,1,Light,Canada,6,168.1756972,49.77582761,1
328,1,3,Dark,USA,35,186.9582706,43.61822385,1
328,1,2,Dark,USA,2,180.9464494,42.72517114,1
328,1,4,Light,Canada,19,195.8295271,66.75122558,1
328,1,8,Dark,USA,26,158.5772867,50.09695324,1
328,1,7,Dark,USA,5,189.1233484,57.6738069,1
328,1,5,Dark,USA,28,167.6983511,40.42786991,1
329,1,7,Dark,USA,5,189.1742523,58.01402853,1
329,1,5,Dark,USA,28,167.7123716,40.48679019,1
329,1,4,Light,Canada,19,195.5718861,66.89831632,1
329,1,8,Dark,USA,26,158.295235,50.06718961,1
329,1,2,Dark,USA,2,180.8184592,43.00989207,1
329,1,1,Light,Canada,6,168.2565991,50.04597782,1
329,1,3,Dark,USA,35,186.8737964,43.60134128,1
330,1,8,Dark,USA,26,158.0305155,50.05262765,1
330,1,7,Dark,USA,5,189.1926106,58.37017871,1
330,1,5,Dark,USA,28,167.72867,40.55181152,1
330,1,4,Light,Canada,19,195.2745687,67.04207532,1
330,1,3,Dark,USA,35,186.7912913,43.59425558,1
330,1,2,Dark,USA,2,180.6928668,43.30104061,1
330,1,1,Light,Canada,6,168.3513633,50.32937073,1
331,1,5,Dark,USA,28,167.7445882,40.62269484,1
331,1,7,Dark,USA,5,189.1703335,58.73587793,1
331,1,4,Light,Canada,19,194.9419055,67.17930052,1
331,1,8,Dark,USA,26,157.7858874,50.05543204,1
331,1,2,Dark,USA,2,180.5659989,43.59733637,1
331,1,1,Light,Canada,6,168.4601496,50.62483136,1
331,1,3,Dark,USA,35,186.7101919,43.59715627,1
332,1,1,Light,Canada,6,168.5807862,50.92958608,1
332,1,2,Dark,USA,2,180.4336143,43.89775935,1
332,1,8,Dark,USA,26,157.5625275,50.0764259,1
332,1,3,Dark,USA,35,186.628806,43.60995266,1
332,1,5,Dark,USA,28,167.7555913,40.69816323,1
332,1,7,Dark,USA,5,189.0999832,59.10372239,1
332,1,4,Light,Canada,19,194.5791481,67.30919683,1
333,1,1,Light,Canada,6,168.7096843,51.23965133,1
333,1,2,Dark,USA,2,180.2916823,44.20140562,1
333,1,3,Dark,USA,35,186.5449182,43.63232662,1
333,1,4,Light,Canada,19,194.1926636,67.43335067,1
333,1,5,Dark,USA,28,167.7564093,40.77616676,1
333,1,7,Dark,USA,5,188.9759981,59.46598809,1
333,1,8,Dark,USA,26,157.3602285,50.11522168,1
334,1,1,Light,Canada,6,168.8427439,51.55043939,1
334,1,2,Dark,USA,2,180.1370888,44.50733224,1
334,1,8,Dark,USA,26,157.1775464,50.17054229,1
334,1,3,Dark,USA,35,186.456403,43.6637464,1
334,1,7,Dark,USA,5,188.7956424,59.81529548,1
334,1,5,Dark,USA,28,167.7422524,40.85427345,1
334,1,4,Light,Canada,19,193.7898544,67.55529506,1
335,1,7,Dark,USA,5,188.5595753,60.14518046,1
335,1,5,Dark,USA,28,167.7098301,40.93013913,1
335,1,4,Light,Canada,19,193.3787273,67.67965184,1
335,1,8,Dark,USA,26,157.011929,50.24063811,1
335,1,2,Dark,USA,2,179.9681925,44.81445835,1
335,1,1,Light,Canada,6,168.9760632,51.8574716,1
335,1,3,Dark,USA,35,186.3617925,43.70348574,1
336,1,8,Dark,USA,26,156.8598694,50.32367832,1
336,1,7,Dark,USA,5,188.2719766,60.45052768,1
336,1,5,Dark,USA,28,167.6579753,41.00195703,1
336,1,4,Light,Canada,19,192.9672097,67.81107035,1
336,1,2,Dark,USA,2,179.7851575,45.1215423,1
336,1,1,Light,Canada,6,169.1063505,52.15708724,1
336,1,3,Dark,USA,35,186.2607123,43.75064477,1
337,1,5,Dark,USA,28,167.5876287,41.06874373,1
337,1,7,Dark,USA,5,187.9400487,60.7278605,1
337,1,4,Light,Canada,19,192.5623041,67.95337869,1
337,1,8,Dark,USA,26,156.7169157,50.41800369,1
337,1,2,Dark,USA,2,179.5898395,45.4272111,1
337,1,1,Light,Canada,6,169.2308701,52.44700276,1
337,1,3,Dark,USA,35,186.1539598,43.8041536,1
338,1,7,Dark,USA,5,187.5728612,60.97552443,1
338,1,8,Dark,USA,26,156.5774091,50.52217513,1
338,1,5,Dark,USA,28,167.5011244,41.13036811,1
338,1,1,Light,Canada,6,169.346896,52.72659809,1
338,1,3,Dark,USA,35,186.0431078,43.86273539,1
338,1,4,Light,Canada,19,192.1692158,68.10929024,1
338,1,2,Dark,USA,2,179.3850991,45.7300065,1
339,1,8,Dark,USA,26,156.434217,50.63484067,1
339,1,7,Dark,USA,5,187.1799354,61.19373657,1
339,1,5,Dark,USA,28,167.4011644,41.18732445,1
339,1,4,Light,Canada,19,191.7907963,68.2806592,1
339,1,3,Dark,USA,35,185.9299019,43.92481769,1
339,1,2,Dark,USA,2,179.1738438,46.02838872,1
339,1,1,Light,Canada,6,169.4510758,52.99686689,1
340,1,8,Dark,USA,26,156.2788214,50.75451788,1
340,1,7,Dark,USA,5,186.7700877,61.38440794,1
340,1,5,Dark,USA,28,167.2899705,41.24032137,1
340,1,1,Light,Canada,6,169.5391628,53.26003142,1
340,1,3,Dark,USA,35,185.8158424,43.98841575,1
340,1,2,Dark,USA,2,178.9582378,46.32061305,1
340,1,4,Light,Canada,19,191.4275645,68.46890261,1
341,1,2,Dark,USA,2,178.7393341,46.60445736,1
341,1,3,Dark,USA,35,185.7021591,44.05103753,1
341,1,4,Light,Canada,19,191.0782615,68.67508893,1
341,1,1,Light,Canada,6,169.606263,53.51888736,1
341,1,8,Dark,USA,26,156.1018793,50.87940109,1
341,1,7,Dark,USA,5,186.3508286,61.5506734,1
341,1,5,Dark,USA,28,167.168857,41.28981839,1
342,1,7,Dark,USA,5,185.9283631,61.69619685,1
342,1,5,Dark,USA,28,167.0382922,41.33569033,1
342,1,4,Light,Canada,19,190.7407155,68.89945638,1
342,1,8,Dark,USA,26,155.8942469,51.00731311,1
342,1,2,Dark,USA,2,178.5172042,46.87693096,1
342,1,1,Light,Canada,6,169.6474929,53.77602602,1
342,1,3,Dark,USA,35,185.5901392,44.10968821,1
343,1,7,Dark,USA,5,185.5079401,61.82444962,1
343,1,5,Dark,USA,28,166.8983152,41.37715884,1
343,1,4,Light,Canada,19,190.4125818,69.14048805,1
343,1,8,Dark,USA,26,155.6483045,51.1358639,1
343,1,2,Dark,USA,2,178.2913957,47.13417757,1
343,1,1,Light,Canada,6,169.6587536,54.03313206,1
343,1,3,Dark,USA,35,185.4815212,44.16104324,1
344,1,3,Dark,USA,35,185.378708,44.20183063,1
344,1,2,Dark,USA,2,178.0614951,47.37174134,1
344,1,4,Light,Canada,19,190.0916329,69.39392619,1
344,1,1,Light,Canada,6,169.6373607,54.290513,1
344,1,7,Dark,USA,5,185.0942113,61.93815443,1
344,1,5,Dark,USA,28,166.7491253,41.41300863,1
344,1,8,Dark,USA,26,155.3592998,51.26271927,1
345,1,8,Dark,USA,26,155.0264225,51.38581478,1
345,1,1,Light,Canada,6,169.5824377,54.5469409,1
345,1,2,Dark,USA,2,177.827713,47.58520492,1
345,1,3,Dark,USA,35,185.2847976,44.22939205,1
345,1,4,Light,Canada,19,189.7757025,69.65224569,1
345,1,5,Dark,USA,28,166.5917276,41.44197999,1
345,1,7,Dark,USA,5,184.6914313,62.03899125,1
346,1,3,Dark,USA,35,185.203404,44.24230254,1
346,1,2,Dark,USA,2,177.5913567,47.77104039,1
346,1,1,Light,Canada,6,169.4949633,54.79981668,1
346,1,4,Light,Canada,19,189.4624864,69.90498472,1
346,1,7,Dark,USA,5,184.3033598,62.12756472,1
346,1,8,Dark,USA,26,154.6533228,51.50343036,1
346,1,5,Dark,USA,28,166.4284402,41.46319546,1
347,1,5,Dark,USA,28,166.2630774,41.47652383,1
347,1,7,Dark,USA,5,183.9328015,62.20361094,1
347,1,8,Dark,USA,26,154.2479823,51.61415284,1
347,1,4,Light,Canada,19,189.1493506,70.14007537,1
347,1,2,Dark,USA,2,177.3550159,47.92748454,1
347,1,1,Light,Canada,6,169.3774346,55.04561162,1
347,1,3,Dark,USA,35,185.138154,44.24089699,1
348,1,8,Dark,USA,26,153.8219222,51.7168012,1
348,1,7,Dark,USA,5,183.5809363,62.26641779,1
348,1,5,Dark,USA,28,166.1007192,41.48279315,1
348,1,1,Light,Canada,6,169.2332475,55.28050648,1
348,1,3,Dark,USA,35,185.0918609,44.22754745,1
348,1,2,Dark,USA,2,177.1223761,48.05522032,1
