frame_id,period,track_id,team_id,team_name,jersey_number,x_ft,y_ft,video_shot,game_seconds
99,3,1,Dark,ROC,29,46.36250689999999,42.35236502,1,741
99,3,2,Dark,ROC,27,44.55185368,26.78706715,1,741
99,3,3,Light,Switzerland,98,19.78538685,23.70179033,1,741
99,3,4,Light,Switzerland,17,65.28153279,21.92256705,1,741
99,3,6,Dark,ROC,4,24.874223030000003,27.45242665,1,741
99,3,7,Light,Switzerland,88,38.26878660000001,29.521303600000003,1,741
99,3,8,Dark,ROC,30,12.171480399999995,38.3911198,1,741
99,3,9,Dark,ROC,19,31.487057380000003,38.08050701,1,741
99,3,11,Light,Switzerland,25,53.79354809,10.27212874,1,741
100,3,1,Dark,ROC,29,45.1009135,42.63783497,1,741
100,3,2,Dark,ROC,27,43.6019381,27.20968103,1,741
100,3,3,Light,Switzerland,98,18.55672404,24.00245947,1,741
100,3,4,Light,Switzerland,17,64.21282795,22.69664012,1,741
100,3,6,Dark,ROC,4,23.80365383,27.5993566,1,741
100,3,7,Light,Switzerland,88,37.13934141,29.69909578,1,741
100,3,8,Dark,ROC,30,11.09817336,38.36324787,1,741
100,3,9,Dark,ROC,19,30.3136838,38.35322316,1,741
100,3,11,Light,Switzerland,25,52.93106347,10.82109176,1,741
101,3,1,Dark,ROC,29,45.68708029,42.95732408,1,741
101,3,2,Dark,ROC,27,44.4350789,27.31757498,1,741
101,3,3,Light,Switzerland,98,19.24223674,24.29820183,1,741
101,3,4,Light,Switzerland,17,64.89959902,23.06673463,1,741
101,3,6,Dark,ROC,4,24.68523788000001,27.68845759,1,741
101,3,7,Light,Switzerland,88,37.99479989,29.65257051,1,741
101,3,8,Dark,ROC,30,11.69189038,38.59319915,1,741
101,3,9,Dark,ROC,19,31.10022661,38.67882347,1,741
101,3,11,Light,Switzerland,25,54.04259664,10.64211517,1,741
102,3,1,Dark,ROC,29,45.71077918,43.13936302,1,741
102,3,2,Dark,ROC,27,44.71530561,27.35733154,1,741
102,3,3,Light,Switzerland,98,19.23911674,24.64458111,1,741
102,3,4,Light,Switzerland,17,65.53927257,23.1090942,1,741
102,3,6,Dark,ROC,4,24.76395849,27.75295167,1,741
102,3,7,Light,Switzerland,88,37.86007488,29.70227522,1,741
