frame_id,period,track_id,team_id,team_name,jersey_number,x_ft,y_ft,video_shot,game_seconds
1,3,1,Light,Canada,26,25.300950489999998,41.95648819,1,545
1,3,2,Light,Canada,100,25.61184763,34.16955196,1,545
1,3,3,Dark,USA,20,34.50284922,22.09171708,1,545
1,3,4,Light,Canada,35,13.401217330000001,38.429755,1,545
1,3,6,Dark,USA,100,34.37457712,33.19577736,1,545
1,3,8,Dark,USA,21,35.17636507,11.93790531,1,545
1,3,9,Light,Canada,28,26.81594898,12.369246910000001,1,545
1,3,10,Dark,USA,3,51.14150504,10.95203892,1,545
1,3,11,Light,Canada,40,29.0,23.0,1,545
2,3,1,Light,Canada,26,25.374056189999997,42.07707739,1,545
2,3,2,Light,Canada,100,25.677932660000003,34.15198395,1,545
2,3,3,Dark,USA,20,34.39745439,22.13600863,1,545
2,3,4,Light,Canada,35,13.23617264,38.55607711,1,545
2,3,6,Dark,USA,100,33.89116831,33.56401194,1,545
2,3,8,Dark,USA,21,35.19709409,11.89791007,1,545
2,3,9,Light,Canada,28,26.840150129999998,12.29099475,1,545
2,3,10,Dark,USA,3,51.444508015,10.840328294999999,1,545
2,3,11,Light,Canada,40,29.145569205714285,23.045885464285714,1,545
3,3,1,Light,Canada,26,25.82939047,42.37329261,1,545
3,3,2,Light,Canada,100,26.19871868,34.08458514,1,545
3,3,3,Dark,USA,20,34.75151562,22.11796776,1,545
3,3,4,Light,Canada,35,13.75121,38.71143754,1,545
3,3,6,Dark,USA,100,34.004962299999995,33.73784108,1,545
3,3,8,Dark,USA,21,35.30891727,11.91532495,1,545
3,3,9,Light,Canada,28,26.990723529999997,12.53189845,1,545
3,3,10,Dark,USA,3,51.74751099,10.72861767,1,545
3,3,11,Light,Canada,40,29.29113841142857,23.091770928571428,1,545
4,3,1,Light,Canada,26,25.779156569999998,42.45638148,1,545
4,3,2,Light,Canada,100,26.228952370000002,33.90940947,1,545
4,3,3,Dark,USA,20,34.52964627,22.17141485,1,545
4,3,4,Light,Canada,35,13.71609432,38.7379134,1,545
4,3,6,Dark,USA,100,33.54485385,33.5076241,1,545
4,3,8,Dark,USA,21,34.77032296,12.13981803,1,545
4,3,9,Light,Canada,28,26.98154915,12.59683386,1,545
4,3,10,Dark,USA,3,51.72151372666667,10.668512963333333,1,545
4,3,11,Light,Canada,40,29.436707617142854,23.137656392857142,1,545
5,3,1,Light,Canada,26,25.783594989999997,42.46767166,1,545
5,3,2,Light,Canada,100,26.248433939999998,33.84298791,1,545
5,3,3,Dark,USA,20,34.47751799,22.16969453,1,545
5,3,4,Light,Canada,35,13.72604665,38.72538026,1,545
5,3,6,Dark,USA,100,33.42347141,33.43123187,1,545
5,3,8,Dark,USA,21,34.61230578,12.183992490000001,1,545
5,3,9,Light,Canada,28,26.997888879999998,12.5842557,1,545
5,3,10,Dark,USA,3,51.695516463333334,10.608408256666667,1,545
5,3,11,Light,Canada,40,29.582276822857143,23.183541857142856,1,545
6,3,1,Light,Canada,26,25.49801816,42.57069736,1,545
6,3,2,Light,Canada,100,26.196944399999992,33.59688722,1,545
6,3,3,Dark,USA,20,34.41005995,21.91777537,1,545
6,3,4,Light,Canada,35,13.61830431,38.60670953,1,545
6,3,6,Dark,USA,100,32.90786629,33.06959936,1,545
6,3,8,Dark,USA,21,34.19996089,12.00309743,1,545
6,3,9,Light,Canada,28,26.98243902,12.37090418,1,545
6,3,10,Dark,USA,3,51.6695192,10.54830355,1,545
6,3,11,Light,Canada,40,29.727846028571427,23.22942732142857,1,545
7,3,1,Light,Canada,26,26.42986613,42.48410029,1,545
7,3,2,Light,Canada,100,27.126589529999997,33.45641973,1,545
7,3,3,Dark,USA,20,34.80498143,22.030082699999998,1,545
7,3,4,Light,Canada,35,14.26473923,38.7782464,1,545
7,3,6,Dark,USA,100,33.28526882,32.81283898,1,545
7,3,8,Dark,USA,21,34.91546434,11.81466807,1,545
7,3,9,Light,Canada,28,27.581012100000002,12.63533847,1,545
7,3,10,Dark,USA,3,52.11844969,10.79553911,1,545
7,3,11,Light,Canada,40,29.873415234285712,23.275312785714284,1,545
8,3,1,Light,Canada,26,26.17096308,42.42080205,1,544
8,3,2,Light,Canada,100,26.764378530000002,33.21287855,1,544
8,3,3,Dark,USA,20,34.34371261,22.058086499999998,1,544
8,3,4,Light,Canada,35,13.81853147,38.5575847,1,544
8,3,6,Dark,USA,100,33.13346491,32.24518068,1,544
8,3,8,Dark,USA,21,34.16729924,12.220957649999999,1,544
8,3,9,Light,Canada,28,27.09255796,12.926343849999999,1,544
8,3,10,Dark,USA,3,51.89503809,11.33229325,1,544
8,3,11,Light,Canada,40,30.018984439999997,23.32119825,1,544
9,3,1,Light,Canada,26,26.27723408,42.40789786,1,544
9,3,2,Light,Canada,100,26.852352500000002,33.03825115,1,544
9,3,3,Dark,USA,20,34.23477727,22.06851388,1,544
9,3,4,Light,Canada,35,13.789540670000001,38.515477000000004,1,544
9,3,6,Dark,USA,100,33.02459907,31.887011200000003,1,544
9,3,8,Dark,USA,21,33.93484087,12.31800161,1,544
9,3,9,Light,Canada,28,27.063766379999997,13.06849919,1,544
9,3,10,Dark,USA,3,51.86676429,11.62177128,1,544
9,3,11,Light,Canada,40,30.55770432,22.746565500000003,1,544
10,3,1,Light,Canada,26,26.38466106,42.39248113,1,544
10,3,2,Light,Canada,100,26.912415279999998,32.87198426,1,544
10,3,3,Dark,USA,20,34.10642115,22.08925725,1,544
10,3,4,Light,Canada,35,13.737343030000002,38.47589775,1,544
10,3,6,Dark,USA,100,32.90784755,31.51916406,1,544
10,3,8,Dark,USA,21,33.67684073,12.435636850000002,1,544
10,3,9,Light,Canada,28,27.020086,13.21907731,1,544
10,3,10,Dark,USA,3,51.86490813,11.80784983,1,544
10,3,11,Light,Canada,40,30.847108130000002,22.496285600000004,1,544
11,3,1,Light,Canada,26,26.49518777,42.3796801,1,544
11,3,2,Light,Canada,100,26.946791230000002,32.71801088,1,544
11,3,3,Dark,USA,20,33.96651333,22.11784543,1,544
11,3,4,Light,Canada,35,13.670794600000004,38.44310705,1,544
11,3,6,Dark,USA,100,32.77454724,31.152994229999997,1,544
11,3,8,Dark,USA,21,33.39573077,12.57224673,1,544
11,3,9,Light,Canada,28,26.971099889999998,13.37201237,1,544
11,3,10,Dark,USA,3,52.02618399,11.80352492,1,544
11,3,11,Light,Canada,40,30.837466980000002,22.40765746,1,544
12,3,1,Light,Canada,26,26.609067529999997,42.37131117,1,544
12,3,2,Light,Canada,100,26.958989359999997,32.57776365,1,544
12,3,3,Dark,USA,20,33.82439749,22.14930056,1,544
12,3,4,Light,Canada,35,13.598296529999999,38.41826081,1,544
