frame_id,period,track_id,team_id,team_name,jersey_number,x_ft,y_ft,video_shot,game_seconds
66,2,10,Dark,Finland,36,183.5431697,38.45835649,1,456
66,2,11,Light,ROC,27,164.9886896,24.79946868,1,456
66,2,12,Dark,Finland,88,173.7538075,27.29383273,1,456
66,2,13,Light,ROC,15,160.0550072,15.444967380000001,1,456
66,2,14,Dark,Finland,77,157.8090226,24.94522323,1,456
66,2,16,Light,ROC,70,134.9733904,12.289166340000001,1,456
66,2,17,Dark,Finland,33,154.6119378,37.77967575,1,456
66,2,18,Light,ROC,13,145.03134,34.64142471,1,456
66,2,19,Light,ROC,97,171.97289119999996,22.9868252,1,456
66,2,21,Dark,Finland,6,161.0232934,15.96616655,1,456
67,2,10,Dark,Finland,36,183.34809740000003,38.23310232,1,456
67,2,11,Light,ROC,27,165.08105030000002,24.61742073,1,456
67,2,12,Dark,Finland,88,173.9445124,27.01341115,1,456
67,2,13,Light,ROC,15,159.95621540000002,15.055773680000001,1,456
67,2,14,Dark,Finland,77,157.5382078,24.61208863,1,456
67,2,16,Light,ROC,70,135.2389316,12.056508489999999,1,456
67,2,18,Light,ROC,13,145.1817551,34.65670496,1,456
67,2,19,Light,ROC,97,172.5203296,22.54555347,1,456
67,2,21,Dark,Finland,6,160.42924330000002,15.288246899999997,1,456
67,2,17,Dark,Finland,33,154.20065474999998,37.425347108333334,1,456
68,2,10,Dark,Finland,36,183.4087176,38.18786505,1,456
68,2,11,Light,ROC,27,165.13051169999997,24.56785562,1,456
68,2,12,Dark,Finland,88,174.0190211,26.9532494,1,456
68,2,13,Light,ROC,15,159.9516296,14.993252120000001,1,456
68,2,14,Dark,Finland,77,157.5287632,24.54301453,1,456
68,2,16,Light,ROC,70,135.20462519999998,11.97160922,1,456
68,2,18,Light,ROC,13,145.2473651,34.65315172,1,456
68,2,21,Dark,Finland,6,160.3398197,15.17281866,1,456
68,2,17,Dark,Finland,33,153.7893717,37.071018466666665,1,456
68,2,19,Light,ROC,97,173.05459177142856,22.363728222142857,1,456
